preco;quartos;suites;vagas;area;bairro;tipo;cidade;url;descricao;caracteristica
710000;3;1;4;263;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+areal+pelotas+rs+263m2/ID-16567421/?paginaoferta=255;EXCELENTE CASA PROXIMO FORUM: 03 dorms. sendo 01 suite, sala 02n ambientes, piscina, churrasqueira, garagem para 04 carros, patio, lareira, wc, agua quente. R$710.000,00. 17040  Ver descricao completa;Caracteristicas do Imovel: Closet, Despensa, Lareira, Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira
585000;4;0;0;144;Centro;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+4-quartos+centro+pelotas+rs+144m2/ID-13773250/?paginaoferta=255;PROX AV BENTO GONCALVES: Ideal tambem para clinica, 4 dorms com garagem. Financiavel R$585.000  Ver descricao completa;
359000;3;1;2;100;Tres Vendas;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+tres-vendas+pelotas+rs+100m2/ID-17173269/?paginaoferta=255;Casa de Esquina - Projeto contemporaneo com 3 dormitorios, sendo 1 suite, espera de agua quente nas torneiras dos banheiros, sala dois ambientes com lareira, cozinha, area de servico, area de lazer com churrasqueira, vaga para 2 carros e patio com opcao de piscina. Valor com desconto e facilidade no pagamento ate ate a entrega. C3234  Ver descricao completa;Caracteristicas das Areas Comuns: Churrasqueira
359000;3;1;2;100;Tres Vendas;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+tres-vendas+pelotas+rs+100m2/ID-17173265/?paginaoferta=255;Projeto Contemporaneo - Casa de 3 dormitorios, sendo 1 suite, espera de agua quente nas torneiras dos banheiros, possibilidade de Closet, cozinha, area de servico, vaga par 2 carros, churrasqueira, patio, com opcao para piscina. Valor com desconto e facilidade no pagamento ate a entrega. C3233  Ver descricao completa;Caracteristicas das Areas Comuns: Churrasqueira
365000;3;1;2;90;Sao Goncalo;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+s-goncalo+pelotas+rs+90m2/ID-17173262/?paginaoferta=256;Casa no Novo Umuharama com 3 dormitorios modificada, ficam os moveis, com piscina, aceita terreno ou apartamento ate R$120.000,00. Valor R$ 365.000,00 - Financiavel. C3232  Ver descricao completa;Caracteristicas do Imovel: Mobiliado, Quintal, Sala Intima                  Caracteristicas das Areas Comuns: Piscina
240000;2;0;1;52;Areal;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+areal+pelotas+rs+52m2/ID-10872611/?paginaoferta=256;1547 - Barbada no Garden. Conta com 02 dormitorios, banheiro social, sala de estar, cozinha e vaga de estacionamento. Apto esta com piso, box de vidro e junker. QUITADO, ACEITA FINANCIAMENTO CEF.  Ver descricao completa;Caracteristicas do Imovel: Acesso 24 horas, Casa de Alvenaria                  Caracteristicas das Areas Comuns: Academia, Espaco Gourmet, Piscina, Playground, Quadra Poliesportiva, Salao de Festas
390000;3;1;1;118;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+areal+pelotas+rs+118m2/ID-17173253/?paginaoferta=256;Otima residencia no Umuharama, bairro proximo ao shopping com 3 dormitorios, piscina, garagem e garagem.  Ver descricao completa;Caracteristicas do Imovel: Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira, Piscina
750000;3;1;2;180;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+areal+pelotas+rs+180m2/ID-16555743/?paginaoferta=257;Ampla Casa AREAL com 3 Dormitorios, sendo 1 Suite, Sala estar e jantar, Cozinha mobiliada, area servico, 2 Banheiros, 2 Vagas de Garagem cobreta, Ar Condicionado, Armarios Embutidos, Canilm Salao de festas com cozinha e churrasqueira, Lareira, Piso Laminado/Porcelanato, Amplo Patio com Piscina. Preco: R$ 750.000,00  Ver descricao completa;Caracteristicas do Imovel: Ar Condicionado, Area de Servico, Armario Embutido, Lareira, Sala de Jantar
270000;2;0;1;181;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+2-quartos+areal+pelotas+rs+181m2/ID-13241095/?paginaoferta=257;Otimo imovel para sua residencia ou para seu comercio.Excelente Localizacao. Entre em contato com nossos corretores para maiores informacoes.  Ver descricao completa;Caracteristicas do Imovel: Acessibilidade, Ambientes Integrados, Ar Condicionado, Cozinha Grande, Escada, Janelas Grandes, Muros e Grades, Porcelanato, Quintal, Sala Grande, Ventilacao Natural
595000;4;1;2;220;Indeterminado;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+4-quartos+indeterminado+pelotas+rs+220m2/ID-9268892/?paginaoferta=258;SOBRADO PROXIMO AO FORUM: 4 dorms. amplos, 220m util, sala de estar e jantar, lareira, escritorio, dep. completa, garagem, estuda proposta e imovel no negocio. R$595.000. C43651  Ver descricao completa;Ano de Construcao: 1995                  Caracteristicas do Imovel: Lareira, Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira
320000;2;0;2;70;Fragata;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+fragata+pelotas+rs+70m2/ID-17161616/?paginaoferta=258;Restam 5 unidades - Apartamentos NOVOS em fase de acabamento, a 2 quadras da Duque de Caxias, com 2 Dormitorios, Sala estar, Cozinha e area servico, Banheiro, 2 Vagas de Garagem, Churrasqueira, Lareira, Piso Laminado, Sacada. Preco: R$ 320.000,00  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, Lareira                  Caracteristicas das Areas Comuns: Churrasqueira
3000000;5;3;3;570;Laranjal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+5-quartos+laranjal+pelotas+rs+570m2/ID-9268833/?paginaoferta=258;Vila Assuncao, 5 dormS, 3 suites, piscina termica, ampla area de lazer, quiosques, lareiras, churrasqueiras.R$3.000.000. 11776  Ver descricao completa;Ano de Construcao: 1991                  Caracteristicas do Imovel: Closet, Despensa, Lareira, Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira, Piscina
159575;2;0;1;47;Areal;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+areal+pelotas+rs+47m2/ID-10872643/?paginaoferta=258;9019- Vendo apt no Condominio Solar dos Almeidas com dois quartos, sala , banheiro social com box de vidro, cozinha americana . OBS na sala fica Split com 9.000 BTU e nas Janelas ficam telas de protecao.  Ver descricao completa;Caracteristicas do Imovel: Acesso 24 horas, Casa de Alvenaria, Cerca, Cozinha Americana                  Caracteristicas das Areas Comuns: Churrasqueira, Piscina, Playground, Salao de Festas
550000;3;1;1;170;Centro;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+centro+pelotas+rs+170m2/ID-16427257/?paginaoferta=263;Casa CENTRO com 3 Dormitorios,Sendo 1 Suite, Closet Mobiliado, 2 Salas, Cozinha mobiiada, Area servico, Lavabo, 2 Wc, Garagem, Piso Parquet/Tabua, Churrasqueira, Gas Central, Piscina, Sacada, Patio. Preco: R$ 550.000,00  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, Closet, Lavabo, Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira, Piscina
150000;1;0;0;57;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+1-quarto+centro+pelotas+rs+57m2/ID-14649680/?paginaoferta=263;PROX BENEFICENCIA: 1 dorm, sala, copa cozinha, area servico, pecas amplas, 64m.aceito apto de maior valor R$150.000  Ver descricao completa;Caracteristicas do Imovel: Sala de Jantar
445000;3;0;0;98;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+areal+pelotas+rs+98m2/ID-17173729/?paginaoferta=263;;
230000;2;0;1;73;Areal;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+areal+pelotas+rs+73m2/ID-15434730/?paginaoferta=264;1201 - OTIMO APARTAMENTO BEM LOCALIZADO - Imediacoes Colegio Assis Brasil e Reitoria do IFSUL. Portaria, playground, salao com churrasqueira. Sala, 2 dormitorios, cozinha, banheiro social, area servico, garagem individual.  Ver descricao completa;
280000;2;0;1;90;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+centro+pelotas+rs+90m2/ID-13112924/?paginaoferta=264;OTIM APTO A 1 QUADRA DA ESCOLA SAO JOSE: 2 dorms, com garagem, todo em piso flutuante, bem ensolarado. R$280.000 Financia  Ver descricao completa;Caracteristicas do Imovel: Area de Servico
2350000;3;3;6;526;Laranjal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+laranjal+pelotas+rs+526m2/ID-12214470/?paginaoferta=264;ALTO PADRAO BOUGAINVILLE: terreno 26x35 com area construida 526 m, 3 suites, sendo uma master com closet e banheira Jacuzzi de 4 lugares, lavabo, cozinha, ampla area de lazer, garagem para 6 carros, fica todo o mobiliario sob medida. R$ 2.350.000  Ver descricao completa;Caracteristicas do Imovel: Despensa, Lareira
195000;2;0;0;51;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+centro+pelotas+rs+51m2/ID-15636521/?paginaoferta=264;NA BENTO GONCALVES APARTAMENTO DE 02 DORMITORIOS: Sala, cozinha, wc, todo em piso parquet, ensolarado. R$ 195.000,00 16836  Ver descricao completa;Caracteristicas do Imovel: Interfone
880000;3;3;3;380;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+areal+pelotas+rs+380m2/ID-16555737/?paginaoferta=265;Amplo Sobrado na BARONESA com 3 Suites, Sala estar e jantar, Cozinha, Area de servico, 2 Banheiros, 3 Vagas na Garagem, Piso Frio/Tabua, Churrasqueira, Dependencia de Empregada, Lareira, Sacada, Varanda, Terraco, Salao de festas com churrasqueira, Patio, 2 Jardins de Inverno. Preco: R$ 880.000,0  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, Lareira, Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira
1500000;4;2;4;580;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+4-quartos+areal+pelotas+rs+580m2/ID-16695927/?paginaoferta=265;Casa diferenciada com quatro dormitorios, suite, closet, banheira com hidro, todos os dormitorios com armarios fixos em madeira de lei, mezanino com acesso para o terraco(piso superior), living com quatro ambientes com porta para o terraco (terreo), estar intimo com lareira, cozinha com moveis planejados, despensa grande, salao de festas com lareia e churrasqueira, piscina adulto e infantil, garagem para 4 carros e estacionamento para mais dois carros. Terreno medindo  20m de frente, fundos com 30 m, lateral direita com 45 m e esquerda com 50 m.  Ver descricao completa;Caracteristicas do Imovel: Ar Condicionado, Churrasqueira na Varanda, Cozinha Grande, Despensa, Gas Encanado, Janelas de Aluminio, Janelas Grandes, Lareira, Lavabo, Moveis Planejados, Piso de Madeira, Porcelanato, Quintal, Sala de Almoco, Sala Grande, Sala Pequena, Varanda Gourmet                  Caracteristicas das Areas Comuns: Espaco Gourmet, Salao de Festas
750000;3;1;1;158;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+3-quartos+centro+pelotas+rs+158m2/ID-14374746/?paginaoferta=266;Requinte oferece: Excelente apto Centro 03 dormitorios com suite, sala estar, sala social, 04 banheiros, lavanderia, gas central, sacada, vaga de garagem. Condominio conta com portaria 24h, elevador, salao de festas.  Ver descricao completa;Caracteristicas do Imovel: Acesso 24 horas, Area de Servico, Casa de Alvenaria, Seguranca Interna                  Caracteristicas das Areas Comuns: Salao de Festas
230000;;0;0;300;Laranjal;Terreno;pelotas;https://www.zapimoveis.com.br/oferta/venda+terreno-padrao+laranjal+pelotas+rs+300m2/ID-17024958/?paginaoferta=266;Terreno localizado em area nobre da cidade. Projeto aprovado para construcao de Alto Padrao. - 12/02/2018  Ver descricao completa;
690000;5;2;2;250;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+5-quartos+areal+pelotas+rs+250m2/ID-16672079/?paginaoferta=266;Casa com 3 dormitorios sendo 2 suites, sala de estar, cozinha, churrasqueira, piscina, vaga de garagem, imovel em otimo estado de conservacao. Codigo: C4068  Ver descricao completa;Caracteristicas do Imovel: Ar Condicionado, Sala Intima                  Caracteristicas das Areas Comuns: Churrasqueira, Piscina
700000;4;2;3;256;Laranjal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+4-quartos+laranjal+pelotas+rs+256m2/ID-9268846/?paginaoferta=266;LARANJAL AMPLO TERRENO: 20x33, reformada, 4 dorms. sendo 2 suites, lareira, piscina, linda area verde, aceita financiamento R$700.000,00. 11688  Ver descricao completa;Ano de Construcao: 2000                  Caracteristicas do Imovel: Lareira, Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira, Piscina
1800000;4;2;2;680;Centro;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+4-quartos+centro+pelotas+rs+680m2/ID-16845660/?paginaoferta=266;Excelente casa  com 4 dormitorios,  suite master, lavabo, lareira, piscina termica, sala de cinema, churrasqueira, dependencia externa completa, garagem para dois carros, aceita financiamento.  Ver descricao completa;Caracteristicas do Imovel: Acessibilidade, Ar Condicionado, Churrasqueira na Varanda, Closet, Cozinha Grande, Escritorio, Gas Encanado, Janelas Grandes, Lareira, Lavabo, Moveis Planejados, Muros e Grades, Piso de Madeira, Porcelanato, Quintal, Sala de Jantar, Sala Grande, Varanda Gourmet, Vista Panoramica                   Informacoes Complementares: Casa Zona Norte proximo a Dom Joaquim!
320000;2;0;1;80;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+centro+pelotas+rs+80m2/ID-17159813/?paginaoferta=267;1214 - EXCELENTE APARTAMENTO IMEDIACOES UCPEL- Ensolarado. Sala 2 ambientes, 2 dormitorios amplos, copa-cozinha, banheiro social, wc auxiliar, area servico, garagem.  Ver descricao completa;
148000;2;0;0;48;Tres Vendas;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+tres-vendas+pelotas+rs+48m2/ID-9353374/?paginaoferta=267;0228 - Apto Condominio Granada, bairro TRES VENDAS, 2 dormitorios, estar social, cozinha, banheiro social, area servico, ar condic., armario cozinha, piso: Flutuante. Valor a Vista: 148,000.00X  Ver descricao completa;Caracteristicas do Imovel: Ar Condicionado, Area de Servico, Armario de Cozinha
750000;3;1;2;130;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+3-quartos+centro+pelotas+rs+130m2/ID-12278723/?paginaoferta=267;Apartamento de 3 dormitorios, zona da Dom Joaquim, clube, padarias, farmacias, academia. Suite com closet, banheira de hidromassagem, acabamento em granito nos banheiros e cozinha. Sala 3 ambientes, lareira, tabua corrida, sacada, dependencia de empregada completa, gas central, churrasqueira, 2 vagas de garagem independentes. Elevador, portaria 24horas, salao de festas com churrasqueira. Cozinha completa, monitoramento. Aceita apartamento de menor valor e aceita financiamento. R$ 750.000,00 - 12/02/2018  Ver descricao completa;Caracteristicas do Imovel: Ar Condicionado, Lavabo, TV a cabo                  Caracteristicas das Areas Comuns: Churrasqueira
150000;2;0;1;47;Fragata;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+fragata+pelotas+rs+47m2/ID-9353423/?paginaoferta=267;0223 - Apto, bairro FRAGATA, 2 dormitorios, estar social, cozinha, banheiro social, area servico, porta gar.automat, playground, salao de festas, quadras poli, portaria 24h, 1 garagem, churrasqueira, piso: FRIO. Valor a Vista: 150,000.00X  Ver descricao completa;Caracteristicas do Imovel: Area de Servico                  Caracteristicas das Areas Comuns: Churrasqueira
800000;4;1;5;324;Centro;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+4-quartos+centro+pelotas+rs+324m2/ID-9451749/?paginaoferta=267;CENTRO - Lindo sobrado, 4 dormitorios, suite, 2 banheiros, lavabo, 5 salas, lareira, churrasqueira, salao de festas, piscina, garagem para 3 carros, pisos: porcelanato e flutuante, laje, patio, terraco. - 12/02/2018  Ver descricao completa;Caracteristicas do Imovel: Ar Condicionado, Lareira, Quintal, Terraco, Via Asfaltada                  Caracteristicas das Areas Comuns: Agua, Churrasqueira, Copa, Esgoto, Piscina
200000;2;0;1;46;Fragata;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+fragata+pelotas+rs+46m2/ID-17114119/?paginaoferta=259;APARTAMENTO SEMI MOBILIADO NO FRAGATA: Av. Duque de Caxias, com moveis planejados na cozinha, banheiro e dormitorios do casal, com 02 split. Condominio fechado com portaria 24h. Financia e aceita troca por casa no Fragata. R$ 200.000,00. 17174  Ver descricao completa;Caracteristicas do Imovel: Sala de Jantar
170000;2;0;1;55;Tres Vendas;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+tres-vendas+pelotas+rs+55m2/ID-9353385/?paginaoferta=259;0146 - Apto na ENGENHEIRO ILDEFONSO SIMOES LOPES, bairro TRES VENDAS, 2 dormitorios, estar social, cozinha, banheiro social, box coberto, 1 garagem, piso: flutuante. Valor a Vista: 170,000.00X  Ver descricao completa;
275000;2;2;2;100;Centro;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+2-quartos+centro+pelotas+rs+100m2/ID-9269489/?paginaoferta=260;CENTRO: 2 dorm. sendo 2 suites, sala, copa, cozinha, 4 wcs, terraco, sacada, churrasqueira, 2 vagas de estacionamento, 100m.R$275.000 C24227  Ver descricao completa;Ano de Construcao: 1992
160000;2;0;0;43;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+centro+pelotas+rs+43m2/ID-11502402/?paginaoferta=260;9841- APTO COHABPEL, NA ESQUINA DO NACIONAL, 2 PISO desocupado e reformado, janelas novas!!! R$159.000,00  Ver descricao completa;Caracteristicas do Imovel: Acesso 24 horas, Area de Servico, Casa de Alvenaria
234000;;0;0;34;Centro;Quitinete;pelotas;https://www.zapimoveis.com.br/oferta/venda+quitinete+centro+pelotas+rs+34m2/ID-17114116/?paginaoferta=260;KIT NET MOBILIADO PROXIMO A CATOLICA: Excelente localizacao, totalmente mobiliado. Aceita financiamento. R$ 234.000,00. 17170  Ver descricao completa;Caracteristicas do Imovel: Interfone
212000;2;0;0;65;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+centro+pelotas+rs+65m2/ID-8253209/?paginaoferta=260;2799- Apartamento central:2 dormitorios,copa,cozinha,sacada,de frente.  Ver descricao completa;Caracteristicas do Imovel: Casa de Alvenaria
213000;2;0;1;75;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+centro+pelotas+rs+75m2/ID-8253196/?paginaoferta=261;4440 - A Requinte oferece: Amplo apartamento, central, garagem coberta, 2 dormitorios, banheiro social e auxiliar, estar social, cozinha, area servico, gradeado, 2o piso.  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, Cerca
414900;3;0;1;134;Centro;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+centro+pelotas+rs+134m2/ID-8256412/?paginaoferta=261;7073 - Requinte oferece: Excelente imovel central, com 3 dormitorios, sala de estar e jantar, cozinha, area de servico, banheiro social, piso frio e madeira. OBS: 1 dormitorio terreo e 1 superior.  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, Casa de Alvenaria
329000;3;1;1;104;Laranjal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+laranjal+pelotas+rs+104m2/ID-17024968/?paginaoferta=261;;Caracteristicas do Imovel: Area de Servico, Armario de Cozinha, Lavabo, Varanda, Via Asfaltada                  Caracteristicas das Areas Comuns: Agua, Churrasqueira, Esgoto
850000;3;1;2;254;Centro;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+centro+pelotas+rs+254m2/ID-9268862/?paginaoferta=262;SOBRADO BARROSO PROXIMO AS UNIVERSIDADES: 3 dorms. 1 suite, sacada, sala de estar e jantar, sala de tv c/ lareira, cozinha c/ armarios planejados, salao c/ churrasqueira, garagem. Rs 850.000. C35418  Ver descricao completa;Caracteristicas do Imovel: Lareira, Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira
750000;4;0;1;260;Centro;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+4-quartos+centro+pelotas+rs+260m2/ID-17009185/?paginaoferta=262;Ampla casa reformada. Patio com piscina. Possui uma casa anexa com 4 pecas (sala, cozinha, banheiro e dormitorio). - 12/02/2018  Ver descricao completa;
220000;2;0;1;71;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+centro+pelotas+rs+71m2/ID-13840290/?paginaoferta=262;RUA BRASIL IMPECAVEL: 2 dorms, 2 sacadas, estar/jantar, andar baixo, garagem fechada, piso flutuante, financia, estuda propostas. R$220.000  Ver descricao completa;Caracteristicas do Imovel: Interfone                  Caracteristicas das Areas Comuns: Playground
212000;;0;0;390;Laranjal;Terreno;pelotas;https://www.zapimoveis.com.br/oferta/venda+terreno-padrao+laranjal+pelotas+rs/ID-9269992/?paginaoferta=262;VEREDAS: Proximo a entrada dos fundos da praca e 13x30. R$ 212.000. TE1392  Ver descricao completa;Caracteristicas das Areas Comuns: Piscina, Playground, Quadra Poliesportiva
240000;2;0;1;50;Areal;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+areal+pelotas+rs+50m2/ID-9353417/?paginaoferta=263;0624 - Apto na FERREIRA VIANA, GARDEN CLUB, bairro AREAL, 02 dormitorios, estar social, cozinha, banheiro social, area servico, 01 garagem, elevador. Valor a Vista: 240,000.00X  Ver descricao completa;Caracteristicas do Imovel: Area de Servico
840000;;0;0;2100;Tres Vendas;Terreno;pelotas;https://www.zapimoveis.com.br/oferta/venda+terreno-padrao+tres-vendas+pelotas+rs/ID-14572609/?paginaoferta=263;97579 - Requinte Oferece: Zona industrial Eixo Sul. Lotes de terrenos com metragem iniciais de 2.100 m2 com no minimo de frente 20m de entrada.  Ver descricao completa;
450000;3;1;0;83;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+3-quartos+centro+pelotas+rs+83m2/ID-13112931/?paginaoferta=263;XV DE NOVEMBRO PROXIMO DA AV. DOM JOAQUIM: 3 dorms, com suite, sacada, garagem. Financiavel R$450.000  Ver descricao completa;
500000;3;0;0;110;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+3-quartos+centro+pelotas+rs+110m2/ID-9269471/?paginaoferta=263;CENTRO: 3 dorms. pecas amplas, 2 wcs, area de servico e boa localizacao. R$500.000.  Ver descricao completa;Andares: 13 |                         Ano de Construcao: 1961                  Caracteristicas do Imovel: Despensa, Sala de Jantar
190000;2;0;0;50;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+centro+pelotas+rs+50m2/ID-13417924/?paginaoferta=265;Apartamento Cohabpel. Localizado proximo a supermercados, padaria, e Av. Dom Joaquim. Financia.  Ver descricao completa;Andares: 4 |                     Caracteristicas das Areas Comuns: Area de Lazer, Salao de Festas
235000;3;1;1;70;Fragata;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+fragata+pelotas+rs+70m2/ID-15012181/?paginaoferta=260;Casa nova, suite. Entregue com pisos flutuante e porcelanato. Amplo patio. Financia.  Ver descricao completa;Andares: 1 |                   Caracteristicas do Imovel: Ambientes Integrados, Cozinha Americana, Gesso - Sanca - Teto Rebaixado, Janelas de Aluminio, Laje, Muros e Grades, Piso Laminado, Porcelanato, Quintal, Sala Grande
233000;2;0;1;105;Tres Vendas;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+tres-vendas+pelotas+rs+105m2/ID-11502410/?paginaoferta=263;3227-APTO AMPLO 5 ANDAR, COM GARAGEM, DE FRENTE POSICAO NORTE, UNICO NO ANDAR R$233.000,00  Ver descricao completa;Caracteristicas do Imovel: Casa de Alvenaria, Lareira, Lavabo                  Caracteristicas das Areas Comuns: Salao de Festas
275000;3;0;1;92;Porto;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+3-quartos+porto+pelotas+rs+92m2/ID-13525978/?paginaoferta=263;Apartamento andar baixo,dependencias amplas, area de servico fechada, proximo ao posto do Bubi.  Ver descricao completa;Andares: 4 |                   Caracteristicas do Imovel: Ambientes Integrados, Cozinha Grande, Escada, Janelas de Aluminio, Muros e Grades, Piso de Madeira, Sala Grande, Ventilacao Natural, WC Empregada
145000;2;0;1;45;Porto;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+porto+pelotas+rs+45m2/ID-9353442/?paginaoferta=263;Apto com 2 Dormitorios, 1 Garagem, Area de Servico, Banheiro Social, Cozinha, Estar Social, Lavanderia  Ver descricao completa;Caracteristicas do Imovel: Area de Servico
370000;4;3;0;166;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+4-quartos+centro+pelotas+rs+166m2/ID-9269409/?paginaoferta=264;CENTRAL DE FRENTE AMPLO: 4 dorms. sendo 3 suites, sala de estar c/ lareira, sala de jantar, sacada, cozinha, andar baixo, sem garagem, sem cond. R$370.000. Financiavel. A41976  Ver descricao completa;Ano de Construcao: 1979                  Caracteristicas do Imovel: Lareira, Sala de Jantar
530000;3;0;1;100;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+3-quartos+centro+pelotas+rs+100m2/ID-9269448/?paginaoferta=264;APTO PROXIMO AO COLEGIO GONZAGA: 3 dorms. sala, cozinha, wc, sacada, dep. comp. garagem, portaria 24hrs. R$530.000. A35072  Ver descricao completa;Ano de Construcao: 1985                  Caracteristicas do Imovel: Area de Servico
745000;;0;0;533;Centro;Terreno;pelotas;https://www.zapimoveis.com.br/oferta/venda+terreno-padrao+centro+pelotas+rs+533m2/ID-9382490/?paginaoferta=264;0082 - Terreno na MARCILIO DIAS, bairro CENTRO, MURADO, ATERRADO. Valor a Vista: 745,000.00X  Ver descricao completa;
550000;3;1;1;191;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+3-quartos+centro+pelotas+rs+191m2/ID-9269453/?paginaoferta=265;DUPLEX NA BARROSO COM ELEVADOR: otima localizacao, 3 dorms. suite, closet, sala 2 ambientes, parte superior com salao de festas e lavanderia, garagem, aceita apartamento de menor valor. R$550.000. 6432  Ver descricao completa;Ano de Construcao: 2003                  Caracteristicas do Imovel: Closet, Despensa                  Caracteristicas das Areas Comuns: Churrasqueira
170000;;0;0;240;Tres Vendas;Terreno;pelotas;https://www.zapimoveis.com.br/oferta/venda+terreno-padrao+tres-vendas+pelotas+rs+240m2/ID-9353400/?paginaoferta=265;0018 - Terreno 8x30, bairro TRES VENDAS,com galpao ao lado, cozinha, banheiro social. Valor a Vista: 170,000.00X  Ver descricao completa;
6300000;5;1;3;247;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+5-quartos+areal+pelotas+rs+247m2/ID-14353246/?paginaoferta=265;;Caracteristicas do Imovel: Area de Servico, Armario de Cozinha, Despensa, Escritorio, Lareira, Quarto/WC Empregada, Quintal, WC Empregada                  Caracteristicas das Areas Comuns: Churrasqueira, Copa, Piscina
